datum

13 Aug 1920
13 May 1921
13 Jan 1922
13 Oct 1922
13 Apr 1923
13 Jul 1923
13 Jun 1924
13 Feb 1925
13 Mar 1925
13 Nov 1925
13 Aug 1926
13 May 1927
13 Jan 1928
13 Apr 1928
13 Jul 1928
13 Sep 1929
13 Dec 1929
13 Jun 1930
13 Feb 1931
13 Mar 1931
13 Nov 1931
13 May 1932
13 Jan 1933
13 Oct 1933
13 Apr 1934
13 Jul 1934
13 Sep 1935
13 Dec 1935
13 Mar 1936
13 Nov 1936
13 Aug 1937
13 May 1938
13 Jan 1939
13 Oct 1939
13 Sep 1940
13 Dec 1940
13 Jun 1941
13 Feb 1942
13 Mar 1942
13 Nov 1942
13 Aug 1943
13 Oct 1944
13 Apr 1945
13 Jul 1945
13 Sep 1946
13 Dec 1946
13 Jun 1947
13 Feb 1948
13 Aug 1948
13 May 1949
13 Jan 1950
13 Oct 1950
13 Apr 1951
13 Jul 1951
13 Jun 1952
13 Feb 1953
13 Mar 1953
13 Nov 1953
13 Aug 1954
13 May 1955
13 Jan 1956
13 Apr 1956
13 Jul 1956
13 Sep 1957
13 Dec 1957
13 Jun 1958
13 Feb 1959
13 Mar 1959
13 Nov 1959
13 May 1960
13 Jan 1961
13 Oct 1961
13 Apr 1962
13 Jul 1962
13 Sep 1963
13 Dec 1963
13 Mar 1964
13 Nov 1964
13 Aug 1965
13 May 1966
13 Jan 1967
13 Oct 1967
13 Sep 1968
13 Dec 1968
13 Jun 1969
13 Feb 1970
13 Mar 1970
13 Nov 1970
13 Aug 1971
13 Oct 1972
13 Apr 1973
13 Jul 1973
13 Sep 1974
13 Dec 1974
13 Jun 1975
13 Feb 1976
13 Aug 1976
13 May 1977
13 Jan 1978
13 Oct 1978
13 Apr 1979
13 Jul 1979
13 Jun 1980
13 Feb 1981
13 Mar 1981
13 Nov 1981
13 Aug 1982
13 May 1983
13 Jan 1984
13 Apr 1984
13 Jul 1984
13 Sep 1985
13 Dec 1985
13 Jun 1986
13 Feb 1987
13 Mar 1987
13 Nov 1987
13 May 1988
13 Jan 1989
13 Oct 1989
13 Apr 1990
13 Jul 1990
13 Sep 1991
13 Dec 1991
13 Mar 1992
13 Nov 1992
13 Aug 1993
13 May 1994
13 Jan 1995
13 Oct 1995
13 Sep 1996
13 Dec 1996
13 Jun 1997
13 Feb 1998
13 Mar 1998
13 Nov 1998
13 Aug 1999
13 Oct 2000
13 Apr 2001
13 Jul 2001
13 Sep 2002
13 Dec 2002
13 Jun 2003
13 Feb 2004
13 Aug 2004
13 May 2005
13 Jan 2006
13 Oct 2006
13 Apr 2007
13 Jul 2007
13 Jun 2008
13 Feb 2009
13 Mar 2009
13 Nov 2009
13 Aug 2010
13 May 2011
13 Jan 2012
13 Apr 2012
13 Jul 2012
13 Sep 2013
13 Dec 2013
13 Jun 2014
13 Feb 2015
13 Mar 2015
13 Nov 2015
13 May 2016
13 Jan 2017
13 Oct 2017
13 Apr 2018
13 Jul 2018
